business_id,stars,text,user_id,cool,useful,funny
qB-qsaSnhbHCt18_AN4Quw,5,"OK, so this is how much I love this product. I first tasted Lee's at a Yelp Elite event and waited and dreamed a whole year to eat it again. When I was invited to the next year's Elite Pleydate it was the topic of the first question out of my mouth. ""Is Lee's gonna be there?"" ( Ok, maybe the whole French restaurant's Bone Marrow gravy came to mind too, but I digress) When I made it inside to Pleydate I literally ran to that booth having desert before dinner. I am all about the alcohol infused ice cream now. The funny thing about that is I am not even a big ice cream lover. I will have to visit the shop soon.",tBvrnSCLSpUdCDm5w5GPkg,1,0,0
i0d1RvC0RcjT53S-2GZsgw,5,"If you are a big tea drinker like myself then you must check this place out! They offer a HUGE variety of loose teas from all around the world. They have herbal, rooibos, green, black, and white teas. The selection is phenomenal and there is some loose teas here for every type of tea drinker out there. They also offer high quality tea accessories that are beautiful like the teapots and tea mugs which are very classy and not overly expensive. Great place for those looking to pick up a unique gift for a tea lover or for the tea lovers like myself it is like stepping into tea HEAVEN. The owner is also very nice and offers good advice if you are looking for a particular taste or type of tea since there are at least 50-60 loose teas to choose from. Hear my teapot whistling......gotta go!",Hb49IsEZltm85wLz3uMrmw,0,0,0
6cy2C9aBXUwkrh4bY1DApw,5,"I go to Regio's a lot; today I went and want to reiterate how great I think it is.  I have been going there for a couple years - have never been disappointed in anything I've ordered.  Their beans are delicious, as is their menudo (only on Saturday and Sunday, unfortunately), and eveything else: tacos, burritos, enchiladas, chile rellenos, etc, etc, etc. is great.  It is so inexpensive it's hard to believe.  Today my bff and I had 5 tacos and an order of beans (between us) and it was $10. HELLO! We had the mini-tacos, but we were stuffed and left there saying how wonderful it was and how full we were.
  Check it out next time you're in the mood for some awesome, authentic Mexican food.  You will be glad you did.  Yummy.",qdEXAYozQKtDeleky9NacA,0,1,0
_4_84uCAFDI2VHHEQz5f2g,5,"Every time I head to ABC cake supply I see this wonderful store on the way. I often say, ""I need to stop there."" Today I did. It is a wonderful ecclectic store filled with unique items. From baby, wedding, kitchen and on! I picked up some of their mini cupcake stands! LOVE!!!",04bgNBaA08GfHUndweJZSA,1,1,0
6oRAC4uyJCsJl1X0WZpVSA,4,love the gyro plate. Rice is so good and I also dig their candy selection :),0hT2KtfLiobPvh6cDC8JQg,0,1,0
-yxfBYGB6SEqszmxJxd97A,4,"Quiessence is, simply put, beautiful.  Full windows and earthy wooden walls give a feeling of warmth inside this restaurant perched in the middle of a farm.  The restaurant seemed fairly full even on a Tuesday evening; we had secured reservations just a couple days before.

My friend and I had sampled sandwiches at the Farm Kitchen earlier that week, and were impressed enough to want to eat at the restaurant.  The crisp, fresh veggies didn't disappoint: we ordered the salad with orange and grapefruit slices and the crudites to start.  Both were very good; I didn't even know how much I liked raw radishes and turnips until I tried them with their pesto and aioli sauces.

For entrees, I ordered the lamb and my friend ordered the pork shoulder.  Service started out very good, but trailed off quickly.  Waiting for our food took a very long time (a couple seated after us received and finished their entrees before we received our's), and no one bothered to explain the situation until the maitre'd apologized almost 45 minutes later.  Apparently the chef was unhappy with the sauce on my entree, so he started anew.  This isn't really a problem, but they should have communicated this to us earlier.  For our troubles, they comped me the glass of wine I ordered, but they forgot to bring out with my entree  as I had requested.  Also, they didn't offer us bread, but I will echo the lady who whispered this to us on her way out: ask for the bread.  We received warm foccacia, apple walnut, and pomegranate slices of wonder with honey and butter.  YUM.

The entrees were both solid, but didn't quite live up to the innovation and freshness of the vegetables.  My lamb's sauce was delicious, but the meat was tough.  Maybe the vegetarian entrees are the way to go?  But our dessert, the gingerbread pear cake, was yet another winner.

If the entrees were tad more inspired, or the service weren't so spotty, this place definitely would have warranted five stars.  If I return, I'd like to try the 75$ tasting menu.  Our bill came out to about 100$ for two people, including tip, no drinks.",sqYN3lNgvPbPCTRsMFu27g,4,3,1
hW0Ne_HTHEAgGF1rAdmR-g,4,"Luckily, I didn't have to travel far to make my connecting flight. And for this, I thank you, Phoenix.

My brief layover was pleasant as the employees were kind and the flight was on time.  Hopefully, next time I can grace Phoenix with my presence for a little while longer.",1ieuYcKS7zeAv_U15AB13A,0,1,0
wNUea3IXZWD63bbOQaOH-g,4,"Definitely come for Happy hour! Prices are amazing, sake bombers for $3...Great atmosphere and wait staff was incredibly nice and right on to all of our needs, didn't have to ask for a thing They were always spot on...Place gets crowded in the evening especially if you plan on sitting outside. I only wish there were one in Apollo Beach or Brandon!",Vh_DlizgGhSqQh4qfZ2h6A,0,0,0
WGNIYMeXPyoWav1APUq7jA,4,"Good tattoo shop. Clean space, multiple artists to choose from and books of their work are available for you to look though and decide who's style most mirrors what you're looking for. I chose Jet to do a cover-up for me and he worked with me on the design and our ideas and communication flowed very well. He's a very personable guy, is friendly and keeps the conversation going while he's working on you, and he doesn't dick around (read: He starts to work and continues until the job is done). He's very professional and informative. Good customer service combines with talent at the craft.",Xm8HXE1JHqscXe5BKf0GFQ,1,2,0
yc5AH9H71xJidA_J2mChLA,4,"I'm 2 weeks new to Phoenix. I looked up Irish bars in town and found Rosie's. The decor and ambience was outstanding. I went there by myself on a Wednesday night in hopes of finding some friendly folks and that is exactly what happened. I ate dinner at the bar. Marcy was the bartender and she was very friendly and helpful and she introduced me to a whole bunch of people. For dinner I had a Rueben sandwich, which was pretty large and very good. I had a a small Rosie salad as my side and it did the job. I wish it was made with lettuce other than iceburg, but the bacon & eggs & other toppings helped a whole lot. I drank a nice, cold Smithwick's from the tap. Followed that up with 2 vodka tonics and my whole tab was under $25! 

The basketball game was on when I first got there. After the game, the jukebox was playing a fabulous mix of the best oldies. Around 10pm a live band played. I didn't catch much of their performance but I did notice that I really like the singer's voice and that's rare for me since I don't typically care for female vocalists.


All the people I spoke to were super nice and very welcoming. I am sure I will see a bunch (or all) of them again and I look forward to that!",JOG-4G4e8ae3lx_szHtR8g,1,1,0
4JzzbSbK9wmlOBJZWYfuCg,4,"They've gotten better and better for me in the time since this review was written. 

My last contact with them was a few days ago when I was having trouble redeeming some Groupons on their website. I called customer service and after waiting a few minutes I spoke with a rep who cheerfully booked four separate flights for me, patiently and manually entering my Groupon info for each one.

I think the acquisition by Republic has helped them overall. After Republic took over the in-flight cookies started. It still tends to suck if you aren't Ascent club (like just about any budget-centric airline does), but once you get there it's a good value. When I've had to fly Southwest or USAir I've been disappointed in comparison.",nDBly08j5URmrHQ2JCbyiw,1,1,1
wzP2yNpV5p04nh0injjymA,4,"This place is great.  A nice little ole' fashion homemade ice cream place that looks like it has been there for forever.  The place has a real nice vibe to it.  Sorta reminds me of Sugar Bowl only smaller, not as busy, and easier parking.

The menu is ginormous.  I couldn't decide what to get but that didn't matter because the other 3 people I went with chose for me.  I wanted something basic but they insisted on sharing the 'patte' thing.  It is a few scoops of ice cream over a brownie and topped with whip cream and caramel.  While it was very good it just wasn't what I wanted.  Next time I'm just going to get a scoop or 2 of the ice cream so I can really taste what the ice cream is all about.  It is just too difficult to tell when it is topped with a bunch of stuff.  The ice cream we got on the brownie though (butter brittle I think) was excellent.  They have tons of different flavors and they all sound delish!

Anyway I can't wait to go back if I am ever in the area again and need a sugar rush!",rLtl8ZkDX5vH5nAx9C3q5Q,0,0,0
wct7rZKyZqZftzmAU-vhWQ,4,"Not that my review will mean much given the more in-depth reviewers but I will chime in nonetheless...

I can really only review one dish, the #3 lunch special, Yellow Curry Chicken. I don't know what the authentic name for it is, Kang Karee something or other. It's so tasty that the first time I had it I knew I'd never branch out. Good lunch spot if you work around downtown. Not the quickest service all the time and can get busy during lunch, but always consistently good. Fairly dim inside, a good place to forget about the sun on a summer day.",RRTraCQw77EU4yZh0BBTag,2,4,1
vz2zQQSjy-NnnKLZzjjoxA,4,"Came here for breakfast yesterday, it had been years since I have stopped in here and do not remember the entire place having waiter service.  Place was empty at 9am on a Tuesday morning but the atmosphere was casual, this place is pretty much been here for as long as I can remember and I am one of the 2 people that are native to Phoenix.  I always felt it was pricey but I think inflation has caught up since prices seemed normal when I went yesterday.  I loved the chips and salsa, the hot sauce is fantastic with a great spicy kick.  I went with the recommendation of the chile relleno which isn't my favorite but I like going with what waiters say so I gave it a try.  It was great!  Very flavorful and they just put it on the eggs so you can eat it together, the tortillas are fresh and home-made tasting, the hash browns and beans were good too.  I read my newspaper and drank my soda while I enjoyed the whole place to myself....oh yeah, I read some Yelp reviews and bookmarked my next stop too, ha ha.",EP3cGJvYiuOwumerwADplg,1,1,1
i213sY5rhkfCO8cD-FPr1A,4,"Always reliably good.  Great beer selection as well as fabulous ""bitch fizz"" (ciders, etc.) and cocktails.  Their pizza is outstanding AND they have a healthy menu.  I generally steer clear of chains but this is an exception.",kpbhy1zPewGDmdNfNqQp-g,0,1,0
qjmCVYkwP-HDa35jwYucbQ,4,I went here again when I got back to Phoenix after being gone for six months. This is one of my mom's favorite places to eat and I can understand why. The ravioli and the miso soup are so delicious! The wine was ok and I would recommend one of their elixirs over an alcohol beverage. Still a pretty delicious place to go in Phoenix.,3iuZFgxUFKLxOplkDrFmyg,0,0,0
Pr9rQKypHgC_J1AfufxzIw,4,"They must have renovated this place in the last year. It is now spacious and airy and there is no longer the dreaded ""hover over a table to get a seat"" necessity.  It now reminds me much more of the dreaded ""Panera Bread"" chain in California, but the food is still much better and has much less of a ""mass produced"" feeling and taste.

The service (management, staff etc) were extremely attentive and responsive to requests as well as keeping the place extremely well clean and cleared.

I love carbs...Carbs with carbs and a side of carbs.  They serve warm syrup with their pancakes (yum!) and their bread is just amazing.  

The ""side of pancakes"" is plenty big for a meal and they are always consistent, fluffy, and tasty.  

They offer both a dark roast and a house roast for coffee and all the powdery loveliness (cinnamon, nutmeg, cocoa) to top it off just right.

Today, before returning to the land of freeways and smog and eternal sunshine(well, the other land of that anyway) we enjoyed their peppermint hot chocolate. I would highly recommend that you run on it and have this frothy goodness before the holiday season ends!",iFa0SLpNeLbx6aux65mNbQ,0,1,0
AGar9KVq_W7YcF76avbDTw,4,"Very clean and well thought out floor plans, nice to have a friendly staff with smiling faces. Best Target I have been to in a while.",370JyOQfFcPSB9_jk641gA,0,0,0
-kVXDEqGHOWKxQ3EhvFgVA,4,"This Mexican food is very simple, slightly bland, but fairly fresh. The chicken is chopped up into tofu-looking squares. But I was satisfied with the food, which was fairly healthy Mexican food as Mexican food goes. The staff is quite polite. I met some cool people hanging out there while I sat outside.",Ja8SAyDdf1aY-E7vVixJiw,0,0,0
qyNtVViurIcChc35mfYIEw,4,"Decor  functional 
Staff friendly and are really kind to our toddler
food rocks  within my  limited range of  red and yellow curries ( so much so they suggested I try something else, hey it's not my fault these are so good that I didn't want to risk anything lesser. 

Prices are a bargain for entrees,  spice is there, they really get the request to make it very very hot.   This is probably the best bargain  in North Phoenix for  spice hounds",N3L6SDymSRkYQtTiSDmXSg,1,1,0
umdxfhSlk67yGEi8-S-bEg,4,"This Place just opened up next to the salon I work in. AMAZING! They hit the ground running, 

It's a deli style, where you order at the counter and they bring you the food. I had the Grayhawk Turkey Club and the turkey was great! No packaged crap here. It was thick sliced and probably rotisserie. For the side I had sweet potato tater tots. DELISH! The have regular fries, sweet fries, tater tots, onion rings, etc. 

Great looking salads, Chicago-style dogs, gourmet burgers and yummy sounding mac and cheese. 

The only thing keeping it from 5 stars is the price. It's great for dinner, but a little steep for a work day lunch.",F0dO68TECqEJBhBJ4P0qVA,0,1,0
qsThMZ3lXWYLN4t08ScsNA,4,"I really really like Frances.  I love most of the clothes in there, but I can never have them because I can't afford it.  The store in general is pretty cool, there are lots of neat things in here from stationery to clothes to jewelry to baby stuff to dog stuff to vintage stuff.  There is a lot of stuff here.  It's all quite pricey though.  The sales they have every now and then are sorta okay, but still break the bank if you buy anything.  Overall they carry good quality products and the staff is super friendly and helpful.  I can't hate on a place too bad just because I can't afford it.",W_QXYA7A0IhMrvbckz7eVg,2,2,1
puy0PzIcCgR3KWJI7llBFQ,4,"Solid food, great device, and casual environment.  They will not leave you hungry.  Overall, it's really good.",PiDqfET_ZrDKJSLKe03O9A,0,0,0
e0vubCKi8KD8zC2C6FdbuQ,4,"my son really enjoys islands, great food, casual kid freindly atmoshpere we go here quite a lot and seem to keep coming back",wv5-4IPtpVA8wdqXu-Onpw,0,1,0
faSdsW2s_SaVN0KTy-R2MQ,4,"I was seated at the bar. A very nice young man was working the bar an provided good conversation.

I was offered a DELICIOUS chicken, bacon, bleu cheese amuse. Yum!

I ordered a pine nut pesto pizza, which wad delivered by the chef! :)

The crust was perfect! Thick enough for structure and substance, but thin enough to ""hide"" behind the flavors of tomato and pine nut pesto.
The cheese was also just right.

Delicious!

I also had the chicken panini, which was fantastic! The bread was a bit hard, but I think I was too busy talking and let it sit too long.

All in all I'd definitely recommend L'Academie if you're in that area of Scottsdale.",7cR92zkDv4W3kqzii6axvg,1,1,1
jRfdz5voj40P6WS9L54caw,4,Good for an easy and leisurely business lunch or outing with the girls.  The market downstairs is great for takeout and a great selection of bakery treats.,r-t7IiTSD0QZdt8lOUCqeQ,0,1,0
7SO_rX1F6rQEl-5s3wZxgQ,4,"After my last review, somewhat scathing regarding the burgers, I got an invite from the management to come down, meet the chef and give him another try.  I thought to myself, ""how nice"", they read my review and they are concerned about the quality of their product.  I think that is admirable.  I did not take them up on the offer, because I don't feel that would be appropriate - I'm interested in doing yelp reviews because I have benefitted from reading the reviews of others, and I want to share my thoughts and feelings too :-) - I'm not looking for freebies.

So, anyway, last friday seemed like a good day to walk over to LGO and see what's shakin.  I grabbed my growler jug (still the best deal around) and the wife, called a friend to join us for a beer and walked on down to the corner.  The evening was a bit on the warm side, but it was quiet and about the normal buzz of busyness for this corner.  It's always kinda crazy and we like to sit on the patio to watch the manic drivers race around trying to find parking.  We went into the store and the wife ordered a grilled-fish sandwich.  I nervously ordered a cheeseburger with fries.  After placing our orders and getting warned that we needed to be around to pick them up, I moseyed over to the bar to get my jug filled with Stella.  Did I mention that this is an awesome deal?  So, we got some glasses and headed out to the patio.  Soon afterward, they called our name and we got our grub.  My wife's fish sandwich was consumed with muffled oooh's and ahhhhs', and she raved about the perfect texture, grilled flavor and delicious, fresh multi-grain bread.  She also raved about the slaw that came with it.  I think she liked this sandwich.  The burger, on the other hand, is still a disappointment.  I ordered it Medium Rare (the only way to order a burger) and kudos to the woman for not warning me about undercooked meats - I'm aware.  really. And I asked for cheese and put it on a hamburger bun.  It came open-faced with a pile of coarsly shredded mild cheddar cheese.  It had the appropriate veggies - lettuce, pickle and tomato, red onion slices and the special sauce.  With a pile of limp matchstick fries on the side, it was a big pile-o-food.  The portion was impressive.  That's about where it ended for me.  The burger was overcooked and the pile of shredded cheese is a bit off-putting.  It's impressive, I'll give 'em that, but a big pile of cold, shredded cheese just doesn't work for me.  The cheese needs to be melted.  A good burger has the cheese melted.  at least some.  Lot's of cheese can be fun, but it overpowers the rest of the flavors and tends to cool the burger quickly.  I scraped off about two-thirds of the cheese - enough to make a cheese crisp if I had a tortilla, and put the burger together.  Flavor was so-so.  After I added some salt and pepper, flavor was just a little better than so-so.  Burger was cooked to med-well, but still juicy.  The veggies were fresh and crispy.  A side of mayo for dipping the fries in is required for me.  I like my fries Belgian style.  The bun was a little dry and on the edge of stale, but not bad enough that I could not eat it still.  Overall, I stand by my original review of the burgers here.  I realize LGO is trying to stand out with a ""different"" presentation, and I applaud the effort, but I think it needs a bit more work to stand out at a time when everybody is doing burgers.  The fries were sub-par, limp and forgettable.  The ambiance, however, is what brings us back.  Sitting on the corner patio, sipping a beer, having a great conversation and watching the show all around me is a great way to wind down on a warm Friday night.  LGO - keep working on the burger, I'll keep coming in, but I think I'll stick with the wings for now.",J3I2NClEbD1Xr8lOdjxlqQ,1,2,1
EC9WB-iVjd28B6R6KIZ8TA,4,"Cliff notes
- Cheap: $1-2/plate
- Fast: It's ready-to-go and on a conveyor
- Acceptable quality: I'm here weekly and haven't gotten sick lol

This place is definitely good for what it is, ""it"" being a budget-friendly sushi place that's great for a quick bite.  In a response to the lower-rating reviews stating how the food is just okay at best or authentic or blah blah blah, well think of it like wal-mart vs. *inserthighendretailerhere*.  This place has a business model based on selling in large volumes (hence the low prices like wal-mart) so they're gonna have to ""reduce costs"" somehow (so-so quality food, not-so-attentive staff, and slightly smaller than average portions), but it's still a solid bang-for-your-buck kinda place.

On top of this, I can be in and out quickly since everything is already prepared, perfect for those quick 30 min lunch breaks.  All that's required is for you to grab it off the conveyor (depending on whether or not all the items you want are on the conveyor at the time). 

I've never had issues with seating, but do not make a point to go during peak hours and usually go with a small party (2-4 people).

For those claiming to be ""left to fend for themselves"" due to an inattentive staff, most of your sushi-related inquiries can be answered by this thing called ""the menu"" that sits on the counters.  See, this miraculous piece of technology contains things referred to as ""descriptions"" on them that help to inform you about the sushi going round-and-round before you.  Furthermore, there's even a pricing guide based on the color code of the plates to assist you further! WOW! Lol wtf do people expect for $1-2 plates of sushi?  Someone to hold your hand? LOLOLOLOLOLOLOL DIAF

And the cherry on top? $4 large japanese beers and $5 sake bombs! HELL YEAH!",jdoGEEy5s-5L1O_lNzEi2g,1,0,1
pWPzxPPXN4IqI7RUU_8KKw,4,"I have no idea whether there is a Japanese community in this part of town, but New Tokyo would suit one well.  It's rather small, but they have a wide selection of Japanese, snacks, beverages (including my new fave beer, Asahi Black), refrigerated items, staples, etc.  

This is not an Asian market, it's specifically Japanese, so don't expect more than a few crossover items like kimchi.  That being said, sometimes it's good to specialize.  It lets them carry more variety of Japanese products.

The cashier was very friendly when I finally stopped loading my basket long enough to check out.  Like the first reviewer, I loaded up with snacks for the hotel room...along with a six-pack of Asahi Black, of course.  Oh, one more important factor...the prices were quite reasonable, in line with most ethnic market imports...maybe even a bit cheaper than usual.",ynGxw3zZqAjahVou563zXQ,1,2,0
LDJhwZN14AZOJyHjg2lkRw,4,"We got passes for the preview of Mission Impossible (Ghost Protocol).  We enjoyed the movie a lot.  The theater itself is fine.  The chairs don't move, and you can't raise the arm rests.  No rocking, no reclining (granted most theater seats don't move a lot, but these don't move at all).  Otherwise the seats were reasonably comfortable.  The screen is IMAX (i.e. huge), and the sound was reasonably good.  

They could have put a little more slope into the auditorium seating.  In other IMAX theaters I've been in it seemed the heads of people in front of you NEVER block any portion of the screen.  But I found a few were just slightly into the bottom of the screen.  It wasn't bad, but given my other IMAX experiences I did notice it.",Mb0psF4WQF7gZSuZafVr-g,0,0,0
FCcFT610nQBVcRdY-devQA,4,"In our continuing quest to identify cool, locally owned places to eat and/or drink, Caroline and I auditioned Vintage 95 last night. 

Before I go further, understand that whenever I go out for eats or drinks, I have  in  mind a Platonic Ideal of the Bar/Pub/Eatery I most want to frequent. I'm on a constant quest to find that  Ideal expressed in Real Life. 

Vintage 95 isn't quite there, but it's damn close. If I ever give something Five Stars, you'll know it has pegged my Platonic Ideal. Anyway...

The plan last night was for drinks. No plans for food, just Adult Beverages and warm conversation. But it turned into more.

The location in downtown Chandler is terrific for us. The owners have created a very fine visual experience - leather, stone, dark woods, good lighting. And they don't have the music turned up so loud that you CANNOT HAVE A CONVERSATION. This is one of my pet peeves. If I want to stare at people move their mouths while enduring an aural assault, I'll stand on the deck of an aircraft carrier. When I go out with friends, I want to enjoy their company AND their conversation. Is that concept so difficult to grasp? [/rant off]

The atmosphere at Vintage 95 is very close to my Ideal. I'd go back just to sit on the leather couches in front of the fireplace, and then go back another time to sit on the leather stools at the bar, and then go back about fourteen more times to sit out on the patio. Seriously - go check out the patio. It is EXACTLY what a Patio Hangout Bar should be. EXACTLY.

Caroline and I told the hostesses we were only there for drinks, so we were seated in the bar area in some fabulous leather club chairs. It wasn't initmate, but we weren't looking for intimate. And speaking of the bar, even though V95 advertises itself as a wine bar, they DO have booze. I'm not much of a wine drinker and was very pleased to see that they carried a pretty good selection of single malt scotches. Not an overwhelming selection, but well beyond the normal Glenfiddich /Glenlivit /GlenMorangie trio to which most places are limited. I had a couple of drums of Ardbeg, which is one of my new favorites and very reasonably priced at retail. (Scotch is never reasonably priced in restaurants, but I was celebrating so I didn't care.) Caroline had her normal ""vodka martini extra dirty extra cold"" which she judged to have ""perfect dirtiness"", (no wonder I love her!), perfect amount of olives and very cold. 

The limited Happy Hour menu had some very interesting choices. We settled on the bruschetta and the smoked tomato bisque. The bruschetta was VERY nice and quite unusual. You get to select four of eight choices for your bruschetta platter; we picked: (1) white bean and pancetta, (2) gravlax, caper goat cheese and pickled onions, (3) fig chutney, ricotta and prosciutto, (4) brie, pear and onion jam. They were all served cold, in nice sized portions and the flavors were all nicely balanced and very interesting. Caroline would have preferred the bread to not be so crispy, but I really liked it. The tomato bisque  was creamy, smoky and had well-balanced flavor. Caroline said it was unique and I say it was just darn delicious. 

Things being as they are, drinks and appetizers turned into food. A friend had told us ""you have to try the Vintage burger"", so we did. It came served with a mixture of regular and sweet potato fries, all nicely cooked and nicely seasoned. Recommended. The burger was VERY tasty. They obviously use good beef, the bun was fresh, the fixin's were tasty. HIGHLY recommended.

In for a dime, in for a dollar, right? So we ordered dessert. Again, the dessert menu is short, but I'm okay with that as long as they do it well. Chocolate torte with hazelnut gelato, apple pie with carmel sauce and creme fraiche gelato, and something else we couldn't remember. I'm allergic to hazelnut and don't like sweet desserts, so we decided to try the apple pie.

Like everything else we had sampled, the apple pie was unusual - you wouldn't find it anywhere else. It was served on a freshly baked puff pastry, cubed apples served on top and inside - tender but not mushy -  with lots of cinnamon and sugar, plate was swirled with salted dolce la leche. It was tasty, but instead of the expected creme fraiche gelato, we were served hazelnut gelato. I didn't realize it was hazelnut until I'd had a couple of bites and my throat started to swell up.

At this point that the night could have turned into a disaster, but to their credit - it didn't. We told the waiter who told the manager, (Gavin - one of the owners), who immediately came and asked if I needed emergency assistance. I didn't, I'm not THAT allergic.)  Frankly, their response was EXACTLY the kind of customer service you want to see. Anyone can make a mistake, so no harm, no foul. But I must give BIG Kudos to Gavin for his kindness, attention to detail and outstanding customer service.

We will DEFINTELY be back and I strongly recommend you put it on your list too.",40aklZ2SQPKnlTPZdvAqww,0,1,0
o5x6DF0KK1OBsiUOx2gavg,4,"This would most certainly be ""my"" coffee shop if I hadn't already established myself as a regular at another local shop. This brand-new, independent coffee shop has spent the money to look really nice (it even has a fountain inside!).

But what money can't buy is community and unfortunately this shop doesn't seem to have much of that. Granted, building community takes time and/or energy. For their sake, I really really hope it works out in the long-run.",xw77viWz_BbmyntxoBVH4A,0,0,0
AaKlegu7gmOCD4rEESF76Q,4,No matter what I order I know it will be tasty. Maizie's have a lot to choose from which can be a little overwhelming for me. I love their wait staff everyone is always friendly. When I am in Maizie's I feel like I am in a neighborhood hang out.,uA18GuF_ezOH6tXkrrykbw,0,0,0
znBnrQNq1FdUt5aIGAbyuQ,4,"One of the spot my coworkers and I go to for lunch. We usually try to get there before 11am (weekdays) to beat the rush from all the Corporate places near the MetroCenter.  

The deli sandwiches are good.  I usually stick to getting the Amy's turkey-O.  If you plan on substituting a side, make sure you tell them because the cashiers don't normally ask and you'll be stuck with chips.  The salad bar here is very decent for the price.  

Don't forget to get ice cream on the way out!",wJzMpk54FF2jeENqMBJ24Q,0,2,0
P5uC-zfGG6yqoQDUyqyAvg,4,"It is romantic here even if you are with just friends. The waitress kneels at the couch to speak with you, pour your wine, bring your check...I love that...its so 5 star and respectful. Our waitress was so friendly and I was on cloud 9 because the whole ambience made my evening so nice. I love the darkness of it, its all so exotic and relaxing there especially with all the coves and different areas to be seated. Apparently you have to put your name down if you want a table for certain as it seems to be packed anytime I have been there. We needed one more bar stool-we had no reservation and the waiter actually went ""out to the storage"" to get us one. Impressive!",nM3vfxr6fcnN_nXdzwbVCw,2,2,1
0QTn4pMzKv1mnQifcP9YoQ,4,"The best sweet and sour soup ever!  Food is delicious and favorable.  Delivery is pretty good, nice people.",UHyDQ-laihWMGa8MtIToOg,0,0,0
_HTE4pOKeJC7kcxiCF9vTA,4,"Every now and then my Vietnamese side craves for PHO...are you surprised!?  Noodle Ranch is my local Pho joint.  I can literally walk to this place :)  Okay, the Pho Tai is great here....I got the combination once and it wasn't as good.  I love the decor here lots and lots of old photos of Vietnam.  Service is always good here and I've been here when their busy and when it's slow.  If you need a Pho fix I would definitely recommend this place!",XqMkm-DD9VsdcKx2YVGhSA,2,3,0
3HciJAVduCRoPDdzgh7cAA,4,"This is your typical Buffalo Exchange. I've been to others in San Francisco and San Diego, and they're all pretty much the same. Yes, they're super picky brand name whores about what they buy from you, but it means that there are some really great items for a much smaller price tag. I've gotten dresses that people always compliment and things that I've bought on impluse because I thought it was a great buy, and wore once. 

The building this one is located in leaves a lot to be desired, but  there are good buys inside. I walked away with a great pair of skinny jeans, a cute top, and a super comfy dress for under $50 =).",IE_nJq65Qpso5fN4tG9zjQ,0,1,0
4meJyPOhuAKzywUJTmu2hw,4,"Though perhaps not the place you may pick for a special brunch with champagne and chocolate brioche French toast (a signature breakfast at the Sofitel Philadelphia), the Good Egg is my choice for neighborhood breakfast that offers consistent service and food in a comfortable atmosphere.

No matter how busy the restaurant becomes, and on Sunday it is packed,  the staff is always friendly and welcoming. You may have to wait for a table but the waits are never excessive and there is the coffee trolley where you can help yourself while waiting.  Even more remarkable is that even at its busiest (read Mothers/ Fathers days), service is speedy and attentive and the kitchen never seems to slow down.  Someone here knows how to run a restaurant!

The menu contains a large assortment of the usual breakfast fare, eggs, pancakes, french toast, etc, all well prepared and tasty.  In addition there are is a good number of health conscious offerings and even those less healthy dishes can be requested to be made with egg whites or egg beaters, and non-starch substitutes (cottage cheese, fruit, and tomatoes. etc).  Some of my favorites include the Hey Ricky Omelet, Huevos Ranchero ,or my indulgence a (as in one huge singular)  buckwheat pancake with (my choice of ""fillings): chocolate chips ( I admit my addictions), pecans, and bananas... 

We always opt for the patio and even in the scorching summer heat; the misters make this a great outdoor picnic with the best people watching in Phoenix.

After you have been here a few times you feel like part of the family and with their frequent dinner program they offer even more incentive to return.",t8vH6ubd-6i9DTisZaQdgg,0,0,0
s9XNBJAZ3ZcNW5u8BRZXuw,4,"Great Southwestern restaurant.  The food is incredible, especially the stacked enchiladas.  Normally I do not eat heavy foods, but this was way too good to pass up.  The chips and salsa were very tasty as well.

Service was very friendly and timely.  The interior is pedestrian at best, but still a pleasant environment.",BUeMRVgAQvBWnnrI2xcA1Q,0,2,0
Xq9tkiHhyN_aBFswFeGLvA,4,"Went back to AB a few weekends ago, again for brunch, with a large group.  I was surprised to see that, although they advertise themselves as being a brunch place on the weekends, they have pared their menu down to basically 4 items.  The people that I invited that had never been to AB before were expecting more of a variety in brunch items since I'd told them that they had great brunch, but their concerns were quelled with a few bloody Marys and some good (if not diverse) food.  I had the egg sandwich sans bacon again (excellent again) and Sweet Pea and I split the french toast as well.  We'd only had a small sample of the french toast at the opening, so we didn't realize that it comes with this whole jar of cream and berries, in addition to the syrup.  If you come here for brunch and like french toast, you have to try it.  It's the best french toast I've ever had, and many at our table agreed.  The secret is that they bread it in cornflakes.  Yum.  And, the bloody Marys are in the excellent range, I'd say just below the phenomenal ones at Dick's/Rokerij.  The service was also friendly and quick.",GVH_iuoPc0aP3ZNYlWuKag,1,1,1
ImghNwml8N-ncAqhXe00hg,4,"Great prices, great food. The staff is very friendly... I'll definitely be coming back here for lunch on a more regular basis. I had the kung pao, and the portions were incredible for the $5 I paid. 

Not mind blowing, but better than most Chinese places I've been to in the Valley.",aLTl_OkLo0BFRxdz1n6sYA,0,1,0
